age,annual_income,credit_score,debt_to_income_ratio,loan_amount,employment_years,employment_type,education_level,marital_status,property_ownership,loan_approved
68,1000000.0,727.0,0.14342060254022337,37388955.593844034,15.0,Full-time,Master,Married,Own,Approved
57,5486701.639442406,383.0,0.901471583947655,13117788.14255842,1.0,Part-time,Bachelor,Divorced,Rent,Rejected
58,5795771.857891821,491.0,0.17444656619094256,12344336.344056744,12.0,Full-time,Master,Married,Rent,Rejected
45,6201857.694260756,340.0,0.35287784833211855,47546316.37178868,17.0,Part-time,Master,Divorced,Mortgage,Rejected
45,3087950.0745359035,608.0,0.37550797776226175,2356804.4511799933,2.0,Self-employed,Bachelor,Married,Mortgage,Rejected
20,1000000.0,677.0,0.44729153987262804,7833807.719593895,12.0,Part-time,Bachelor,Single,Rent,Rejected
51,6612340.0215673335,435.0,0.7901658159309496,28946288.883861154,18.0,Part-time,Bachelor,Single,Rent,Rejected
34,2550946.813074086,405.0,0.8021443781024846,37153907.09621908,12.0,Full-time,Bachelor,Married,Own,Rejected
40,,818.0,0.7196550732781142,27356663.066265576,18.0,Self-employed,Bachelor,Married,Own,Approved
37,3842696.22838234,841.0,0.022128674421581618,18398135.812079325,3.0,Full-time,Master,Married,Mortgage,Rejected
49,2945654.083296194,425.0,0.5648451022171516,48920829.84829541,18.0,Full-time,Bachelor,Single,Own,Rejected
32,5699243.945071973,656.0,0.7474929558814,35488781.57150944,17.0,Full-time,High School,Married,Mortgage,Rejected
43,6232352.170008773,,0.4446252400615428,41738151.212286875,24.0,Part-time,Master,Married,Rent,Approved
49,6113156.044151155,378.0,0.9449360453653964,2972096.8352219984,5.0,Self-employed,Bachelor,Married,Rent,Rejected
21,6003220.811871821,688.0,0.823810521880351,12560085.4131958,18.0,Full-time,PhD,Single,Own,Approved
38,3584419.385493401,834.0,0.6381550654868308,19334383.585987423,24.0,Self-employed,Bachelor,Married,Rent,Rejected
66,1946180.40742561,373.0,0.062425183682513374,9947468.506031625,3.0,Self-employed,High School,Single,Rent,Rejected
63,4220671.209401765,304.0,0.6523462475831382,4572064.362748213,3.0,Full-time,High School,Divorced,Rent,Rejected
66,2708584.4239690225,762.0,0.9115796012522189,12029491.56513933,23.0,Part-time,Master,Divorced,Own,Rejected
44,5865097.369798874,381.0,0.3794453868809514,27148145.930615086,6.0,Full-time,High School,Single,Own,Rejected
69,6748495.621634159,836.0,0.838132525605361,35091517.16947856,6.0,Full-time,Master,Single,Rent,Approved
33,5345393.300237605,704.0,0.313161142862179,38927025.225288965,25.0,Self-employed,High School,Married,Rent,Rejected
25,4998110.371121169,813.0,0.5701032915473028,3103871.588518136,22.0,Full-time,Master,Married,Mortgage,Approved
31,4379134.842976537,577.0,0.6484244183707824,21971322.438416965,25.0,Full-time,Master,Single,Mortgage,Rejected
39,6960698.539077591,523.0,0.6779950375588949,6988367.595682999,15.0,Part-time,Master,Divorced,Rent,Approved
42,1339062.5227113322,367.0,0.8825493144643481,22128818.935788922,26.0,Self-employed,High School,Married,Rent,Rejected
49,2587697.9200063506,619.0,0.23462226700628208,22264816.60689446,15.0,Part-time,Bachelor,Single,Own,Approved
49,8653466.605467172,318.0,0.2623695852889747,25412372.648899943,4.0,Full-time,High School,Married,Mortgage,Approved
57,2490081.258392666,642.0,0.7040409933107368,44748700.68689873,14.0,Full-time,High School,Single,Own,Rejected
49,6062073.664940156,642.0,0.1771938124840381,40449679.628580384,22.0,Part-time,Bachelor,Single,Own,Approved
60,6473580.216633841,396.0,0.4642704049639603,32199321.411683198,3.0,Full-time,Master,Married,Own,Rejected
49,1147497.8576366724,351.0,0.02003438407721514,44384958.82374301,23.0,Full-time,High School,Single,Mortgage,Approved
55,1531404.247726671,474.0,0.1409793369901141,34244962.20872654,24.0,Full-time,Master,Married,Own,Approved
68,7529428.6811938,637.0,0.6788463850288614,41123893.077390686,12.0,Part-time,High School,Divorced,Own,Rejected
53,3054112.669490519,652.0,0.747461603481754,28625136.748222206,27.0,Full-time,Bachelor,Married,Rent,Rejected
35,3108736.7604703587,690.0,0.11531903323787684,26735694.32991413,18.0,Full-time,High School,Single,Own,Approved
43,3958247.7033017655,414.0,0.227709550411197,36480764.89584685,6.0,Full-time,Master,Single,Mortgage,Approved
33,3059035.913641365,,0.0989044465370511,1964776.2868118028,11.0,Full-time,High School,Married,Rent,Approved
45,,300.0,0.4334128439251168,34828501.009939745,25.0,Full-time,Master,Married,Mortgage,Approved
27,2635924.88188632,362.0,0.12611607074463327,46791392.70181387,8.0,Full-time,Bachelor,Married,Own,Approved
33,1068478.9437850553,525.0,0.43729601716689004,35983161.91151095,16.0,Full-time,Master,Married,Own,Rejected
50,,722.0,0.7320982558011316,2802892.4905637065,1.0,Full-time,High School,Single,Mortgage,Rejected
21,2734178.4676140584,318.0,0.6833886331434175,19516396.39786347,15.0,Full-time,Bachelor,Married,Rent,Rejected
67,3495962.4666661406,330.0,0.2804604868518452,40669483.81129302,6.0,Full-time,Bachelor,Married,Own,Rejected
23,6659715.869244909,323.0,0.6737625492469325,47971818.95217658,28.0,Full-time,Master,Divorced,Rent,Approved
20,5140487.776843226,510.0,0.9277121308995769,19138004.426182486,17.0,Full-time,Bachelor,Single,Mortgage,Rejected
39,7224682.517220668,460.0,0.3475243870849155,42218508.7379685,6.0,Full-time,Master,Married,Own,Approved
33,6690284.209973467,554.0,0.3291191536976066,43326683.889774136,0.0,Full-time,High School,Single,Mortgage,Rejected
59,4093138.708683087,413.0,0.5714386514820174,7041033.56697645,2.0,Unemployed,Master,Married,Own,Rejected
44,7043839.764972033,803.0,0.24550181102747182,42443634.86921568,20.0,Full-time,Bachelor,Single,Mortgage,Approved
44,5335546.295586112,519.0,0.651578927980252,16888244.886292137,29.0,Self-employed,High School,Divorced,Rent,Rejected
22,3803224.1826193104,656.0,0.832261770672481,30068648.35670545,27.0,Full-time,Bachelor,Married,Own,Rejected
24,5580803.245937029,468.0,0.45931850509863204,27409143.84846463,,Full-time,Master,Married,Rent,Approved
57,2381074.960315013,823.0,0.6795073249283824,33489639.32306991,10.0,Part-time,PhD,Divorced,Mortgage,Approved
45,6667695.404950782,541.0,0.6518854238829953,37282767.896291785,21.0,Full-time,Bachelor,Single,Mortgage,Approved
59,6408237.576695612,674.0,0.038665561847589514,22603173.783310425,14.0,Full-time,Master,Married,Rent,Approved
57,5240716.882967672,438.0,0.1834162951757764,44527230.28530749,28.0,Unemployed,Bachelor,Married,Rent,Rejected
57,1163453.950192037,396.0,0.8935300018181299,40665422.6565165,24.0,Full-time,Master,Married,Rent,Approved
23,7308809.574236897,446.0,0.9388921473650194,39485633.53974513,24.0,Full-time,High School,Married,Own,Approved
26,5874185.368514917,481.0,0.7804396399111774,23454095.254780296,2.0,Full-time,Bachelor,Married,Own,Rejected
49,4954083.30624423,356.0,0.9212481483276946,2841071.4063858977,29.0,Self-employed,High School,Married,Rent,Approved
49,4638667.041641918,,0.3061486509185748,25120563.912568275,23.0,Self-employed,High School,Single,Rent,Rejected
38,3926561.545388794,842.0,0.247710971779047,45023831.17306496,12.0,Full-time,Bachelor,Married,Own,Approved
58,4311058.474959756,301.0,0.38430018756052,10332057.624768425,3.0,Full-time,Master,Single,Mortgage,Rejected
54,6538433.385790279,587.0,0.05534199855045285,49147031.128518805,22.0,Self-employed,Bachelor,Single,Rent,Approved
59,3966547.9142219587,437.0,0.8098716190413278,40576840.380645394,21.0,Full-time,Master,Single,Rent,Rejected
52,4451395.714407175,811.0,0.9841754851150772,35781659.821821176,7.0,Full-time,Master,Single,Own,Rejected
52,4744813.447386324,521.0,0.8240292924366098,34180837.938193716,21.0,Part-time,High School,Married,Rent,Rejected
33,4799605.477559878,630.0,0.5549753348525481,29764268.214754365,3.0,Full-time,Bachelor,Single,Rent,Rejected
57,3764376.16754729,703.0,0.2952819704829498,36312845.83920747,17.0,Part-time,Bachelor,Single,Rent,Rejected
29,4659601.112243205,807.0,0.1976978885435806,21673372.2547467,6.0,Self-employed,Master,Married,Own,Rejected
47,5686627.891802309,426.0,0.36406287179665997,42419117.292986356,10.0,Part-time,PhD,Married,Rent,Approved
33,3190390.800397606,564.0,0.6669695295482063,35120951.84866876,28.0,Full-time,Master,Married,Mortgage,Rejected
55,4668858.765436076,314.0,0.4470615555408236,38791402.50659791,26.0,Full-time,Bachelor,Divorced,Rent,Rejected
57,8861968.4142422,525.0,0.9340598200844861,39831883.686133,3.0,Full-time,Master,Single,Own,Approved
35,4873711.319590514,404.0,0.8542203429657325,5511432.2397362245,12.0,Full-time,High School,Single,Mortgage,Rejected
40,3139153.910276042,792.0,0.10240061596289896,3726397.8616991583,8.0,Full-time,High School,Single,Own,Approved
47,2905176.3654143023,618.0,0.13152522388570997,40248307.555752054,8.0,Full-time,Bachelor,Divorced,Own,Approved
52,2469609.855934616,518.0,0.6762391853001108,13709817.030874064,22.0,Full-time,Master,Married,Own,Rejected
25,8254233.123344513,576.0,0.23076838998035432,29516520.568078898,20.0,Full-time,PhD,Single,Own,Approved
60,7016044.779432692,640.0,0.7910298770117512,22741831.905730326,18.0,Full-time,Bachelor,Single,Rent,Rejected
34,2420749.8651515716,751.0,0.5913581423263531,2079920.9797140774,2.0,Full-time,Master,Married,Own,Rejected
63,5427412.58867648,668.0,0.22983052773335,2973781.6501473025,24.0,Full-time,Master,Single,Mortgage,Approved
22,7449672.117405817,773.0,0.4786867974805912,41529136.87166099,24.0,Full-time,Bachelor,Married,Rent,Rejected
62,4919063.77718506,489.0,0.40607629236703335,30776200.51294747,11.0,Part-time,Bachelor,Divorced,Rent,Rejected
66,4016771.9945441294,718.0,0.8731593591894047,26668310.8581054,28.0,Part-time,Bachelor,Married,Rent,Rejected
54,9481799.296956705,794.0,0.03216247497705027,47273252.09011576,10.0,Full-time,Bachelor,Divorced,Rent,Approved
33,1189310.3526822934,338.0,0.8958438904667899,9482636.270513399,19.0,Full-time,Bachelor,Single,Rent,Rejected
21,10265161.546660308,461.0,0.6520826828797434,13640571.143281128,10.0,Full-time,Bachelor,Married,Mortgage,Approved
48,5119998.417713013,420.0,0.7375381875483787,38080214.83354574,16.0,Full-time,Master,Married,Mortgage,Rejected
23,7580860.260589034,698.0,0.0026074633926337354,38986526.16993854,28.0,Full-time,High School,Married,Rent,Approved
45,2598773.641435349,561.0,0.6282394340372324,20839962.625519056,25.0,Unemployed,Bachelor,Married,Rent,Rejected
31,3548831.403901378,428.0,0.588486163711026,47597943.29754424,20.0,Full-time,Bachelor,Married,Mortgage,Approved
21,2840086.5145603986,839.0,0.5372055563862999,46974474.30804336,13.0,Part-time,High School,Married,Rent,Rejected
36,4797937.641981751,,0.785866856705885,1608076.037947817,15.0,Full-time,PhD,Single,Own,Rejected
54,5615452.280217521,731.0,0.5558710963965052,9444067.214695526,23.0,Full-time,High School,Single,Own,Approved
29,7133603.993205245,364.0,0.8570971895598576,41190752.64250969,9.0,Full-time,Bachelor,Single,Mortgage,Rejected
67,1577088.8032624617,517.0,0.23263148640963838,17425617.556474406,3.0,Part-time,Master,Divorced,Own,Rejected
41,5313767.875484178,726.0,0.8059825889716998,5677671.256291591,9.0,Full-time,High School,Divorced,Mortgage,Rejected
60,6789817.735898618,373.0,0.17931277282480573,39464959.5467556,25.0,Full-time,Master,Single,Own,Approved
62,,759.0,0.8131177919689799,23274591.77318526,19.0,Unemployed,Bachelor,Single,Rent,Rejected
40,4118961.436753144,724.0,0.9404635188285677,25128128.549053222,28.0,Full-time,High School,Divorced,Rent,Approved
34,4143847.605273771,491.0,0.3356941423103841,10132100.051992392,11.0,Full-time,Master,Single,Own,Rejected
54,4815950.920329706,488.0,0.5298863139801888,33383857.64300746,29.0,Full-time,High School,Single,Mortgage,Approved
67,5372105.408820514,311.0,0.6583290229231477,28010824.588008266,8.0,Full-time,Bachelor,Single,Rent,Rejected
40,7605195.623249824,538.0,0.07947166585449461,11126973.951664714,14.0,Full-time,High School,Single,Rent,Rejected
40,2579808.7450859733,752.0,0.49408071820412025,17676243.913521133,8.0,Full-time,High School,Married,Rent,Rejected
40,3427492.552786901,682.0,0.36058497658824673,30247085.07947243,6.0,Full-time,Master,Married,Own,Rejected
63,2337177.3787091356,347.0,0.8724556312513081,46318740.516237095,25.0,Full-time,Master,Married,Rent,Rejected
51,5855508.170076689,616.0,0.8766795187083262,46098441.16575309,23.0,Part-time,High School,Divorced,Own,Rejected
24,7202736.384522761,508.0,0.7007795395472368,15107389.315476665,11.0,Part-time,Bachelor,Single,Rent,Rejected
58,2158066.4912594412,846.0,0.6557244745924983,37045427.91023436,27.0,Full-time,Master,Single,Mortgage,Rejected
28,5177406.613792408,418.0,0.7336884592758568,39000434.94566666,19.0,Full-time,Master,Married,Rent,Rejected
37,,614.0,0.36598690100280706,40632331.89915694,23.0,Full-time,Bachelor,Married,Mortgage,Rejected
40,6569093.605906064,335.0,0.40451924675062545,28967351.95282252,13.0,Full-time,Master,Single,Rent,Approved
27,6545507.715730313,762.0,0.5537047228887053,1514891.9068798022,21.0,Full-time,Bachelor,Single,Own,Approved
63,2620249.1542135035,702.0,0.9380281273644674,38322137.986866176,15.0,Full-time,Bachelor,Single,Rent,Rejected
53,6538868.821836269,406.0,0.7239998741195626,6223275.041638152,28.0,Unemployed,PhD,Married,Mortgage,Rejected
29,4628148.964629977,338.0,0.5509892444962233,6726697.92479969,18.0,Full-time,High School,Single,Own,Approved
60,7140323.629108561,479.0,0.7704130148967145,30675615.32966148,22.0,Unemployed,High School,Married,Mortgage,Rejected
43,5898333.110469465,311.0,0.37089031223842506,49192505.53023978,2.0,Full-time,Bachelor,Single,Rent,Rejected
59,3368998.473380638,638.0,0.7304667011443706,12884434.190024192,10.0,Full-time,High School,Married,Own,Rejected
43,5557623.911109012,847.0,0.41067624828270033,32644733.12250917,22.0,Full-time,High School,Single,Rent,Rejected
51,6637032.120904825,425.0,0.2796614070149861,15879028.64114245,20.0,Full-time,Master,Married,Rent,Approved
52,3987271.8618436647,362.0,0.6097240475222925,45037579.56691595,19.0,Full-time,Bachelor,Single,Own,Rejected
57,5257603.9842418935,381.0,0.6868775596501845,30082327.713579338,18.0,Full-time,Bachelor,Single,Mortgage,Rejected
63,2326780.846102037,598.0,0.4592935611795642,11166389.055167073,7.0,Unemployed,Bachelor,Married,Mortgage,Rejected
68,6098063.869261358,333.0,0.5655007313555015,13844421.471825985,19.0,Full-time,High School,Married,Mortgage,Approved
53,4887472.572747901,348.0,0.6940660748559568,22191555.790487926,7.0,Full-time,Bachelor,Married,Mortgage,Rejected
30,6828172.785259057,356.0,0.7677100515575095,6980134.539460822,25.0,Part-time,Bachelor,Married,Mortgage,Rejected
50,6041733.611754759,408.0,0.8955714790830762,4857935.044910601,2.0,Part-time,High School,Single,Mortgage,Rejected
37,4185653.6121235685,816.0,0.35454420626432814,34323008.39164985,9.0,Part-time,PhD,Married,Own,Rejected
42,3307262.2232989203,323.0,0.9514772528525935,20951088.042366896,12.0,Full-time,Bachelor,Single,Rent,Rejected
41,2847199.665348632,520.0,0.6372798101230875,36585063.80164357,8.0,Full-time,Master,Single,Own,Approved
62,3985156.001102488,614.0,0.7877018826989478,6392851.821443453,5.0,Full-time,High School,Married,Rent,Rejected
37,6774193.405571516,593.0,0.6997690434814383,30883411.84715369,14.0,Full-time,Master,Married,Mortgage,Rejected
59,1487465.2925920403,309.0,0.20557172534840662,22722032.87511728,15.0,Full-time,Bachelor,Married,Own,Approved
66,2928550.444722139,780.0,0.07143838300882832,3841934.0683943997,4.0,Full-time,Master,Married,Rent,Approved
60,6717998.853314082,566.0,0.7262864640181202,27695296.935522866,20.0,Self-employed,Bachelor,Divorced,Rent,Approved
66,7657904.539502831,387.0,0.5110526677945765,5057409.4610127425,,Self-employed,PhD,Single,Own,Rejected
58,3033682.6335525517,754.0,0.7022133684083246,41558267.641759396,18.0,Full-time,Bachelor,Divorced,Own,Rejected
39,2906381.8544368655,832.0,0.47684280391545975,31965915.804111414,1.0,Full-time,Master,Married,Rent,Rejected
32,7814320.479143808,447.0,0.312234520416504,28291409.154261973,5.0,Full-time,Master,Married,Own,Approved
64,4752811.160865237,730.0,0.28501790925956827,7539981.219013292,26.0,Full-time,Master,Married,Rent,Approved
20,3210915.24174569,541.0,0.7305321308699942,15085398.561700067,0.0,Full-time,Bachelor,Married,Rent,Rejected
23,7089235.778777239,365.0,0.2767800814657747,25150918.959629666,14.0,Self-employed,High School,Married,Rent,Rejected
43,6006961.593207998,677.0,0.7146768709254209,32030892.168344714,14.0,Full-time,Master,Single,Own,Approved
55,6473308.053270608,687.0,0.3839601263173785,9978305.218365623,13.0,Full-time,Bachelor,Divorced,Rent,Rejected
55,3315120.8364806394,508.0,0.7708984043188025,1434447.6285475465,6.0,Full-time,Bachelor,Single,Own,Approved
64,5749650.68215861,714.0,0.1428099257826696,17893249.176195484,4.0,Unemployed,High School,Single,Mortgage,Rejected
21,7492572.321846319,315.0,0.20497994320434554,24660701.273255937,19.0,Self-employed,Bachelor,Single,Rent,Rejected
47,6281588.721296437,596.0,0.6859116057201635,10037241.77424335,24.0,Part-time,Bachelor,Single,Mortgage,Approved
45,6839739.836706178,519.0,0.5602311201982626,25116109.786905084,25.0,Full-time,Bachelor,Single,Mortgage,Approved
42,7806285.099925804,666.0,0.2038783426215992,17585807.06989417,15.0,Full-time,Bachelor,Single,Mortgage,Rejected
34,,,0.9028270117268217,23299393.63921398,16.0,Full-time,High School,Married,Rent,Rejected
55,3869758.1452350025,739.0,0.2759441474126463,18025429.778351106,10.0,Full-time,Bachelor,Married,Own,Approved
46,6754222.307063906,831.0,0.4210713981936338,31794924.639553208,14.0,Part-time,Master,Single,Rent,Approved
25,2788589.2981987526,749.0,0.20228794187253796,3101953.5386850126,19.0,Full-time,High School,Single,Own,Approved
54,4555361.012244583,335.0,0.3880276183415142,9374359.207269404,15.0,Full-time,Bachelor,Divorced,Mortgage,Rejected
58,6176158.45825832,721.0,0.4916467501114742,22204792.58643898,2.0,Full-time,Bachelor,Single,Rent,Approved
57,1000000.0,488.0,0.2952470545129191,18458539.062040977,5.0,Full-time,PhD,Single,Mortgage,Rejected
54,5504926.730692934,477.0,0.7690936731964834,20189965.841737036,20.0,Full-time,High School,Single,Mortgage,Rejected
55,5599252.14385562,614.0,0.3939329786462471,40384274.04914351,22.0,Full-time,High School,Single,Own,Rejected
29,2728130.1568754455,319.0,0.7295099999587671,44430251.254120916,12.0,Full-time,Bachelor,Married,Rent,Rejected
49,5651721.183498628,681.0,0.20707217539024336,13184770.391380932,0.0,Full-time,Bachelor,Single,Own,Approved
60,5379897.002512115,442.0,0.3770354967931787,41983161.95402897,28.0,Self-employed,High School,Married,Own,Approved
57,5067943.560767282,361.0,0.00805828889553517,23480703.399227533,20.0,Full-time,Master,Single,Own,Rejected
48,7378867.607523687,541.0,0.7586375839137117,14417210.34502482,13.0,Full-time,Bachelor,Married,Mortgage,Rejected
62,6757818.713034404,537.0,0.6258866443304841,49287347.47922924,1.0,Full-time,Bachelor,Married,Rent,Rejected
58,6279965.701426683,430.0,0.8178233249204562,41415287.7802742,1.0,Part-time,Bachelor,Single,Rent,Rejected
69,2951556.9415142736,422.0,0.45561078810271327,49718412.635240264,26.0,Self-employed,Master,Single,Own,Rejected
23,4965317.329632568,739.0,0.7997406437128391,9241348.436984478,14.0,Full-time,High School,Single,Rent,Rejected
24,7368869.4794118,641.0,0.6475825442709784,8048291.023445074,26.0,Full-time,High School,Married,Rent,Approved
23,4570676.356637414,718.0,0.0036129325342386664,25665519.694267724,17.0,Unemployed,High School,Single,Rent,Rejected
55,8108524.038827141,754.0,0.25369429508851193,32293544.241693143,8.0,Part-time,Bachelor,Married,Own,Approved
64,6338386.812803003,497.0,0.493891352206248,9381944.53413423,25.0,Full-time,Master,Single,Rent,Rejected
35,8419121.125784488,581.0,0.6186873497119713,43161102.736338586,2.0,Full-time,Bachelor,Single,Rent,Approved
44,2865335.5540304184,300.0,0.06559086466463715,27068660.454504803,3.0,Full-time,High School,Single,Own,Rejected
33,4690684.9227505885,631.0,0.7050799281837917,21136149.827811725,14.0,Part-time,High School,Single,Mortgage,Rejected
30,4879737.953983896,511.0,0.5435360976472599,30500629.973425213,4.0,Full-time,Bachelor,Single,Own,Approved
48,6212346.612870406,386.0,0.5257793068182857,32112731.93564217,29.0,Full-time,High School,Single,Rent,Rejected
53,3522804.836234976,360.0,0.2920455580979151,3096380.768205913,19.0,Full-time,Master,Married,Own,Approved
41,1784785.9199270434,394.0,0.5948230994905769,49994740.668547414,19.0,Full-time,High School,Single,Own,Rejected
33,5756395.413956918,446.0,0.027492889631774653,18832059.2634193,4.0,Self-employed,High School,Married,Mortgage,Rejected
43,4267053.504159865,545.0,0.06470033050398849,4015589.6985849133,9.0,Self-employed,High School,Married,Mortgage,Approved
58,4058605.9163996647,596.0,0.7338700872128415,42763835.56400025,15.0,Full-time,Master,Married,Rent,Rejected
45,3614382.169277473,,0.3218913425339639,49657915.2814033,,Part-time,Bachelor,Divorced,Mortgage,Rejected
62,5247777.515701485,755.0,0.3469670756244838,41001566.95158842,11.0,Full-time,PhD,Single,Mortgage,Rejected
55,2846284.942091713,698.0,0.20838520325645182,42742242.00313244,24.0,Self-employed,Bachelor,Single,Rent,Approved
58,4611608.505930613,530.0,0.44562069209993216,31670820.596753094,29.0,Part-time,High School,Married,Mortgage,Rejected
35,3342574.036824356,833.0,0.051993431411300306,46193953.33282571,13.0,Unemployed,Bachelor,Married,Rent,Rejected
57,3781645.172027122,701.0,0.30036322357111367,2751189.0346459094,21.0,Unemployed,Bachelor,Married,Rent,Rejected
51,5707620.369545916,429.0,0.5271239217776975,38569469.28475585,10.0,Full-time,Bachelor,Single,Mortgage,Rejected
25,6302819.724205591,591.0,0.465631921559137,33864801.188369706,27.0,Part-time,Bachelor,Married,Own,Approved
53,4387790.146723115,575.0,0.9996696431230337,3429663.5556761096,29.0,Full-time,High School,Divorced,Mortgage,Rejected
27,6935660.787011075,675.0,0.38876465211691,27654705.369847488,18.0,Full-time,High School,Single,Own,Approved
49,3054572.818125779,354.0,0.3869990592543089,26237956.942135606,5.0,Full-time,Bachelor,Divorced,Mortgage,Rejected
46,1960202.7899993586,325.0,0.5035817774144603,34885177.028771855,9.0,Full-time,Bachelor,Single,Rent,Rejected
26,2327349.626968385,740.0,0.19030311027122981,4799039.168849454,19.0,Part-time,Master,Single,Rent,Approved
46,2849186.415772315,496.0,0.8763044229591579,40458660.48109219,2.0,Full-time,Bachelor,Single,Own,Approved
44,2374213.531767441,542.0,0.5722677888644485,7830768.658563729,21.0,Self-employed,Master,Married,Mortgage,Approved
65,9042307.835792493,489.0,0.19210763919942242,21514566.05963176,14.0,Part-time,Bachelor,Married,Own,Rejected
60,1899558.4248071501,575.0,0.7934415913721323,44183112.36758017,10.0,Part-time,High School,Married,Rent,Rejected
34,6874857.806793826,708.0,0.03433217114285325,28466048.669279326,21.0,Full-time,PhD,Married,Rent,Rejected
44,4949742.30178545,639.0,0.9825642005854273,19599954.77398198,1.0,Full-time,Bachelor,Single,Own,Approved
41,5449200.933835819,452.0,0.8651493347713713,3361909.8602460027,24.0,Full-time,Bachelor,Single,Mortgage,Approved
37,,697.0,0.5796394555340199,33941402.34288436,23.0,Full-time,Bachelor,Single,Own,Rejected
31,5650905.449789368,743.0,0.11129566275706648,49340791.50003242,5.0,Self-employed,Bachelor,Divorced,Rent,Approved
42,3172162.8898586035,726.0,0.21527277328967143,45678023.539160766,16.0,Part-time,Master,Single,Rent,Approved
64,,786.0,0.27943517031356313,36147507.80109797,27.0,Full-time,Master,Married,Own,Approved
58,7011026.955708467,503.0,0.241031737903611,6159350.054541307,17.0,Self-employed,Bachelor,Single,Own,Approved
44,4730276.126268157,411.0,0.49752001045344574,12732564.576619314,3.0,Full-time,Bachelor,Single,Mortgage,Rejected
29,4861271.789291443,624.0,0.9445603702671478,10155601.953211064,22.0,Full-time,Master,Single,Mortgage,Approved
49,5865447.798853667,557.0,0.4441725847678105,18417620.37252662,8.0,Full-time,High School,Single,Own,Rejected
29,5763218.856115575,827.0,0.6615645681734055,12540344.16178524,9.0,Full-time,Bachelor,Divorced,Own,Rejected
53,7048292.746267232,649.0,0.6885832059788232,12977532.852612967,20.0,Part-time,High School,Married,Mortgage,Approved
65,6991691.850420598,734.0,0.8715807252544827,31219766.833394878,25.0,Part-time,Bachelor,Divorced,Own,Rejected
32,4942318.138641769,725.0,0.033821287571519254,16616430.14210779,1.0,Part-time,Master,Married,Rent,Rejected
48,4045551.0300901113,579.0,0.4043300593475422,34180980.947151184,28.0,Full-time,Bachelor,Married,Rent,Rejected
57,6623239.575722953,670.0,0.7847351140860993,47446593.29816285,10.0,Full-time,High School,Married,Own,Approved
60,4687428.502225132,548.0,0.8148670149654462,32285417.914048713,10.0,Full-time,Bachelor,Married,Rent,Rejected
64,5227487.88457305,480.0,0.9273326151740112,37831177.18330819,10.0,Unemployed,Master,Married,Mortgage,Rejected
28,6060632.447702181,377.0,0.7027943598180023,37827440.34885906,0.0,Full-time,Bachelor,Single,Rent,Rejected
32,6951113.944150715,635.0,0.2451539461047435,17204436.631566238,25.0,Full-time,Master,Married,Mortgage,Approved
56,,349.0,0.5056657430843782,1732941.7350783395,13.0,Self-employed,Master,Married,Rent,Approved
33,3825604.1082522264,384.0,0.03234528791889757,3697350.1867165077,28.0,Part-time,High School,Single,Rent,Rejected
56,8594020.6877289,303.0,0.6469283410982468,14820952.293343363,29.0,Self-employed,High School,Married,Own,Rejected
28,8060683.623086824,616.0,0.5542952115087567,34787615.9992223,0.0,Unemployed,Bachelor,Married,Mortgage,Rejected
27,2963993.2854950028,410.0,0.6668362807612931,45427473.793766335,20.0,Full-time,Master,Married,Rent,Approved
58,,633.0,0.9301405533875955,47981114.84734657,29.0,Full-time,Master,Married,Own,Approved
59,3427973.0362818516,432.0,0.6872766117204315,2266584.528163599,22.0,Full-time,Bachelor,Single,Mortgage,Rejected
22,6697101.783429621,418.0,0.3204499303747612,49514275.03600579,24.0,Full-time,Bachelor,Married,Mortgage,Rejected
66,8670286.383447,649.0,0.19873666387015676,16802363.699477993,8.0,Full-time,High School,Single,Mortgage,Approved
59,3987453.465657566,841.0,0.8546362068186548,42304855.18352065,23.0,Full-time,Master,Divorced,Own,Approved
52,5338536.715831146,354.0,0.19433214327376058,9834477.574142238,0.0,Part-time,High School,Divorced,Mortgage,Rejected
51,3494788.279468161,660.0,0.1616095805953639,4082014.6227361,20.0,Full-time,Bachelor,Divorced,Rent,Rejected
26,8400385.529765915,752.0,0.2066120806809758,19539415.77907169,21.0,Full-time,High School,Single,Mortgage,Approved
38,6649656.683752966,629.0,0.5088408481305068,43087344.03800396,21.0,Part-time,High School,Single,Mortgage,Approved
53,3350728.872192281,518.0,0.12418744315945685,11820420.878012987,3.0,Full-time,High School,Divorced,Mortgage,Rejected
33,1000000.0,507.0,0.9381183305967022,8543908.961840266,0.0,Part-time,High School,Married,Mortgage,Rejected
69,7075174.115523133,384.0,0.9662537072400896,45580412.11855933,18.0,Unemployed,Bachelor,Divorced,Own,Rejected
66,3855030.387571146,544.0,0.9738018532829988,46978522.92845149,9.0,Part-time,High School,Married,Mortgage,Rejected
65,6685464.338421851,634.0,0.039124804819719805,1614861.7602565375,14.0,Full-time,Master,Married,Own,Approved
38,5587380.673700829,511.0,0.9461975264800317,36644351.1333586,19.0,Self-employed,Bachelor,Single,Mortgage,Rejected
45,1331407.9345518958,482.0,0.9974149326174252,16151179.089937005,3.0,Full-time,Bachelor,Married,Mortgage,Rejected
36,3386446.5363859436,432.0,0.9424291093454871,19360514.12839229,28.0,Part-time,Bachelor,Married,Own,Rejected
47,4291710.625427843,649.0,0.6709389057627061,23986045.772623006,19.0,Full-time,Bachelor,Single,Rent,Rejected
